,AT,V,AP,RH,PE
7633,21.81,65.06,1014.6,66.41,447.13
7634,27.12,70.32,1009.94,52.67,429.08
7635,8.97,39.66,1021.63,78.94,482.62
7636,23.31,60.37,1005.17,82.75,438.52
7637,20.8,69.45,1013.7,82.48,443.77
7638,9.31,41.39,1018.3,93.68,480.25
7639,27.5,59.54,1004.88,72.7,438.81
7640,10.47,41.06,1022.24,81.16,477.47
7641,13.86,50.59,1019.2,97.22,467.23
7642,23.42,50.05,1006.79,86.45,441.8
7643,15.56,41.1,1003.55,76.92,464.42
7644,16.96,46.36,1019.91,89.11,460.57
7645,18.68,62.1,1019.78,83.67,453.25
7646,18.33,49.64,1025.36,62.57,468.14
7647,13.78,40.1,1014.49,81.86,445.98
7648,12.19,41.06,1021.35,74.98,474.63
7649,15.56,41.04,1025.8,64.81,457.11
7650,32.87,70.8,1009.54,59.85,433.1
7651,25.76,57.32,1011.93,43.61,440.26
7652,11.27,40.69,1014.35,86.63,476.27
7653,26.69,70.36,1006.82,68.29,435.04
7654,6.45,35.77,1018.86,67.84,483.12
7655,23.86,74.93,1016.88,71.44,444.38
7656,27.16,47.43,1009.17,45.79,442.85
7657,33.97,72.29,1008.98,44.32,432.33
7658,10.37,40.03,1017.47,90.47,477.91
7659,25.15,71.14,1011.68,70.33,434.99
7660,10.52,41.48,1018.0,68.99,469.8
7661,28.88,66.56,1006.26,59.15,426.66
7662,19.89,68.08,1012.65,80.25,448.71
7663,19.31,43.56,1013.65,41.54,463.35
7664,7.14,41.22,1016.6,97.09,435.58
7665,28.18,71.14,1011.56,48.03,432.72
7666,26.08,57.32,1012.2,47.06,441.32
7667,29.01,64.79,1017.62,44.31,442.12
7668,21.84,58.86,1014.13,69.67,445.16
7669,16.82,49.15,1020.68,72.07,462.22
7670,29.03,67.79,1010.86,54.03,445.03
7671,14.78,41.17,1016.42,67.42,469.69
7672,15.55,43.71,1024.34,79.61,465.14
7673,30.22,70.32,1011.63,65.97,435.98
7674,25.97,68.12,1013.11,61.97,437.11
7675,19.21,53.16,1013.18,81.64,454.01
7676,18.94,48.7,1007.82,92.88,453.36
7677,22.2,44.05,1007.34,75.13,445.32
7678,26.9,77.95,1017.47,75.58,434.18
7679,16.58,46.18,1010.4,96.29,463.51
7680,10.72,35.76,1019.71,62.26,473.48
7681,13.64,34.03,1018.32,62.2,469.61
7682,24.34,70.79,1006.82,85.66,433.83
7683,30.9,73.68,1014.95,40.9,430.29
7684,7.76,39.61,1021.63,80.67,488.32
7685,9.08,36.18,1020.24,68.37,477.26
7686,9.45,39.04,1023.08,75.81,483.66
7687,28.71,51.43,1006.4,64.79,440.17
7688,25.3,49.3,1003.67,69.08,436.62
7689,24.47,48.6,1002.49,75.04,442.08
7690,15.59,52.05,1013.67,78.55,456.07
7691,29.72,77.95,1014.9,72.73,434.99
7692,32.81,71.32,1007.69,47.29,434.38
7693,29.2,70.79,1004.8,63.74,425.2
7694,25.34,70.47,1006.46,83.94,433.34
7695,10.37,37.83,1006.5,90.99,470.66
7696,13.12,52.75,1023.69,67.5,462.7
7697,14.8,44.21,1021.59,89.24,466.21
7698,11.51,41.06,1021.3,78.11,476.91
7699,14.4,41.26,1021.41,73.11,462.78
7700,22.36,58.79,1016.69,73.6,445.76
7701,20.61,44.63,1008.54,77.54,456.68
7702,13.86,41.78,1010.75,57.9,467.39
7703,12.27,39.82,1012.18,85.58,477.54
7704,13.13,50.59,1020.26,87.44,470.03
7705,25.1,60.37,1005.83,72.53,438.44
7706,8.47,42.02,1005.37,92.73,477.67
7707,21.18,60.1,1011.02,78.19,452.39
7708,11.02,43.02,1012.32,66.54,478.81
7709,28.69,58.33,1013.67,34.1,448.54
7710,18.85,41.1,1001.95,61.75,462.4
7711,29.83,62.66,1007.98,47.07,438.71
7712,27.63,71.98,1005.45,82.88,426.0
7713,17.7,49.21,1015.16,67.91,455.97
7714,22.69,48.14,1013.7,62.05,448.52
7715,10.56,39.13,1010.19,87.12,463.14
7716,14.86,44.85,1016.19,67.43,468.87
7717,27.24,44.89,1009.61,51.89,442.84
7718,22.74,61.87,1009.66,55.03,444.59
7719,25.31,61.5,1009.31,63.31,437.03
7720,29.13,68.3,1014.96,37.08,437.25
7721,8.42,43.14,1011.62,80.32,483.49
7722,30.76,73.17,1009.89,50.43,430.98
7723,28.46,49.16,1004.61,38.1,438.02
7724,18.15,41.67,1012.75,52.69,464.44
7725,28.71,71.64,1005.21,71.11,432.05
7726,9.65,44.68,1022.9,98.08,476.71
7727,7.28,38.56,1018.96,67.98,485.57
7728,16.26,44.89,1010.48,86.57,456.86
7729,25.86,60.32,1015.91,53.37,446.58
7730,11.6,39.96,1011.65,80.79,473.22
7731,21.43,63.47,1011.95,94.47,448.17
7732,28.0,74.22,1008.68,66.0,433.94
7733,28.83,72.43,1006.69,67.04,428.85
7734,12.42,43.14,1015.88,79.48,471.1
7735,33.37,71.37,1003.75,45.26,432.67
7736,7.41,40.81,1026.15,88.96,488.48
7737,14.54,42.77,1019.61,81.82,466.37
7738,26.63,61.47,1008.18,69.0,444.16
7739,29.87,69.13,1001.08,72.75,426.47
7740,14.97,42.28,1007.31,79.25,466.62
7741,34.62,69.05,1000.68,38.35,425.41
7742,32.11,78.05,1010.36,58.78,431.31
7743,4.69,39.42,1024.58,79.35,486.34
7744,17.1,48.98,1016.48,85.63,454.43
7745,13.77,42.86,1012.86,88.83,471.94
7746,21.75,59.8,1016.65,72.94,453.17
7747,24.98,58.05,1011.69,69.97,447.15
7748,26.48,73.06,1008.07,90.73,433.31
7749,13.78,40.0,1018.38,68.67,458.74
7750,5.54,41.38,1020.47,82.91,490.07
7751,22.07,69.94,1011.18,80.86,440.09
7752,30.45,43.21,1011.35,63.59,438.68
7753,21.79,61.45,1011.11,91.78,446.99
7754,15.81,54.3,1017.8,68.45,461.63
7755,6.86,38.08,1019.62,77.37,486.92
7756,10.23,43.72,1011.18,97.93,471.61
7757,22.09,65.59,1015.54,72.44,447.28
7758,28.37,75.6,1017.48,55.19,439.25
7759,10.07,40.92,1021.43,97.15,467.01
7760,26.02,59.57,1011.16,76.93,446.5
7761,25.96,60.95,1014.52,50.03,444.19
7762,11.3,25.36,1008.66,96.18,471.19
7763,15.12,41.04,1025.95,69.67,460.58
7764,15.08,37.85,1009.85,85.9,465.58
7765,32.95,67.9,1005.88,45.15,425.89
7766,23.8,48.6,1002.43,67.32,440.89
7767,6.86,41.38,1021.35,90.78,487.49
7768,17.3,58.59,1015.52,87.17,454.88
7769,26.85,75.6,1017.43,74.55,433.48
7770,26.82,60.96,1012.25,57.41,449.81
7771,7.87,41.17,1020.33,77.77,486.2
7772,15.58,40.66,1016.34,87.42,460.61
7773,24.39,60.84,1018.5,61.73,442.72
7774,11.93,41.38,1021.76,57.63,473.88
7775,6.67,36.08,1022.31,83.51,486.52
7776,29.45,68.84,1011.64,59.7,438.41
7777,22.26,60.77,1018.26,85.94,442.58
7778,25.64,47.01,1014.81,62.29,454.48
7779,22.46,58.33,1013.21,68.68,445.9
7780,24.12,51.43,1006.55,83.77,441.49
7781,31.85,68.3,1014.76,47.06,428.72
7782,25.63,58.86,1014.86,52.75,443.84
7783,17.09,42.42,1009.03,72.01,464.11
7784,26.22,69.89,1015.46,76.63,433.61
7785,8.26,39.42,1025.89,70.53,474.72
7786,23.2,73.17,1012.0,89.92,438.64
7787,20.92,63.86,1020.49,72.98,449.09
7788,6.67,39.37,1019.99,75.61,486.84
7789,29.6,71.94,1007.07,62.65,429.02
7790,23.27,67.9,1006.17,71.01,447.25
7791,28.43,63.31,1013.44,49.99,432.62
7792,13.84,42.18,1015.74,79.76,468.66
7793,11.42,40.35,1011.55,82.71,478.7
7794,23.66,69.51,1012.9,52.59,435.39
7795,26.09,70.4,1007.41,85.37,432.52
7796,18.5,47.03,1013.97,93.6,460.08
7797,16.28,42.99,1007.5,77.27,464.13
7798,8.61,41.04,1024.81,95.6,473.62
7799,26.11,62.44,1010.68,72.59,438.87
7800,5.0,40.64,1021.05,94.84,485.27
7801,22.95,63.94,1013.91,81.52,438.33
7802,15.92,39.16,1006.59,71.32,460.45
7803,23.07,65.27,1013.24,58.38,443.42
7804,26.42,59.54,1007.02,76.28,438.5
7805,11.64,38.25,1013.33,85.79,472.34
7806,17.11,49.78,1007.25,100.09,453.22
7807,7.17,41.92,1031.97,83.86,485.08
7808,27.52,66.48,1004.99,52.54,429.67
7809,8.25,43.14,1011.3,87.1,479.95
7810,24.49,59.87,1018.4,59.95,444.54
7811,28.19,71.97,1008.85,84.67,438.8
7812,17.76,40.55,1002.82,73.77,461.8
7813,20.9,67.71,1007.16,59.02,446.57
7814,22.31,61.45,1009.25,98.56,437.05
7815,8.88,41.54,1019.05,80.77,484.99
7816,20.01,52.9,1018.05,58.88,455.57
7817,23.36,59.15,1013.71,86.64,442.53
7818,25.54,61.08,1013.14,71.15,447.06
7819,24.5,58.66,1011.54,57.92,451.03
7820,12.68,43.7,1016.07,86.89,471.8
7821,11.52,39.18,1023.43,83.29,474.35
7822,28.08,64.44,1013.02,64.34,440.26
7823,28.66,74.93,1014.04,51.26,440.79
7824,30.02,69.04,1009.68,56.01,440.49
7825,9.53,40.62,1015.57,75.49,469.9
7826,18.58,63.78,1016.24,78.74,453.96
7827,8.91,40.11,1022.87,78.39,475.43
7828,26.44,59.15,1013.35,60.71,439.65
7829,23.86,73.5,1011.34,87.32,438.62
7830,30.02,73.5,1010.52,44.91,429.84
7831,12.17,49.83,1008.05,96.44,469.52
7832,25.58,61.08,1013.37,71.27,446.32
7833,12.73,40.27,1005.68,68.77,475.61
7834,10.74,44.85,1014.25,71.61,476.83
7835,15.25,46.36,1019.69,95.83,461.68
7836,27.35,77.95,1012.14,74.14,431.72
7837,30.28,67.22,1014.39,53.32,447.67
7838,24.88,51.43,1011.28,67.38,441.03
7839,33.74,69.98,1012.51,43.3,425.35
7840,32.57,65.74,1011.03,46.27,440.56
7841,27.54,68.27,1008.12,56.42,433.0
7842,16.09,44.71,1017.86,42.74,464.95
7843,23.86,52.84,1006.56,48.94,444.66
7844,27.78,70.8,1009.81,79.57,431.44
7845,24.11,68.63,1014.34,45.28,448.45
7846,6.39,35.57,1025.53,77.23,487.69
7847,14.16,39.28,1015.63,77.29,471.27
7848,13.43,43.56,1013.02,66.36,472.94
7849,20.11,42.04,1010.79,60.31,464.13
7850,7.32,39.42,1026.15,76.51,476.12
7851,13.71,45.08,1023.35,82.93,468.43
7852,21.49,68.28,1004.68,80.64,438.0
7853,15.25,39.58,1012.1,73.05,466.21
7854,19.81,56.65,1020.62,67.99,457.72
7855,25.71,71.73,1009.72,75.29,434.16
7856,9.0,36.3,1027.11,75.89,480.31
7857,28.85,57.19,1008.2,58.4,436.8
7858,14.66,40.73,1017.45,88.57,459.23
7859,21.94,57.5,1014.64,78.52,451.1
7860,26.48,66.54,1011.61,51.9,438.87
7861,24.08,49.3,1003.23,70.42,443.46
7862,25.95,63.47,1011.77,66.22,445.5
7863,19.76,62.1,1020.07,73.55,450.44
7864,5.07,40.07,1019.32,66.17,494.87
7865,5.62,41.38,1020.91,86.21,490.83
7866,6.8,37.8,1021.09,70.02,485.96
7867,24.77,57.17,1010.66,73.0,441.12
7868,18.59,44.63,1003.99,86.22,459.65
7869,11.17,44.77,1018.2,79.6,470.85
7870,25.87,47.01,1014.67,61.87,452.32
7871,15.46,37.64,1014.57,87.53,462.96
7872,22.63,58.41,1013.69,90.32,445.43
7873,29.59,74.78,1009.45,55.75,436.77
7874,22.25,60.84,1018.07,73.67,443.99
7875,31.53,74.99,1003.93,58.29,432.34
7876,17.95,49.21,1012.05,59.44,455.1
7877,29.45,64.96,1005.52,59.92,433.04
7878,31.31,64.44,1014.24,51.08,438.14
7879,8.41,40.67,1019.97,69.2,489.25
7880,22.85,60.08,1018.05,67.12,452.5
7881,16.02,39.54,1007.73,72.81,466.15
7882,15.12,43.79,1016.37,75.62,470.11
7883,14.47,48.79,1017.05,69.87,466.25
7884,12.1,41.17,1013.72,75.61,478.1
7885,15.38,43.99,1022.42,83.41,462.48
7886,22.16,65.48,1017.22,70.51,446.0
7887,26.31,72.39,1001.16,88.43,434.53
7888,15.14,39.72,1002.96,72.52,460.15
7889,26.49,61.86,1012.55,74.24,440.21
7890,23.06,56.85,1012.5,64.03,440.03
7891,16.21,50.9,1012.46,84.45,462.68
7892,8.76,41.82,1033.29,76.5,480.08
7893,11.92,40.55,1016.91,100.07,472.45
7894,28.64,73.4,1011.48,52.84,441.32
7895,17.95,59.15,1012.73,84.27,449.14
7896,33.82,73.03,1013.49,42.17,439.3
7897,5.82,40.78,1024.82,96.01,470.02
7898,20.41,48.06,1012.62,76.21,451.26
7899,31.23,72.58,1006.61,60.8,427.58
7900,6.58,40.07,1014.22,55.44,493.72
7901,13.1,41.48,1009.0,87.41,460.34
7902,20.13,40.33,1005.31,85.42,460.09
7903,29.12,74.87,1009.85,62.51,435.51
7904,19.57,68.61,1011.13,96.4,448.73
7905,25.38,72.24,1010.76,89.64,432.3
7906,12.56,41.4,1019.23,74.26,472.54
7907,28.25,57.19,1007.99,67.9,436.99
7908,27.24,77.17,1009.37,81.51,439.12
7909,16.41,44.92,1024.27,84.16,462.12
7910,26.1,63.56,1013.12,61.0,442.75
7911,17.37,41.23,998.79,68.44,461.08
7912,31.81,66.44,1011.21,53.55,426.84
7913,13.83,45.08,1024.2,80.52,465.5
7914,28.43,73.18,1012.52,71.05,427.11
7915,12.07,38.25,1012.67,81.66,470.36
7916,14.73,58.2,1019.45,82.48,458.56
7917,16.65,56.89,1013.52,87.44,452.52
7918,22.56,60.29,1018.19,67.53,447.15
7919,23.76,61.5,1009.15,68.52,441.16
7920,14.72,38.91,1015.17,61.75,468.87
7921,22.63,58.49,1010.94,72.7,448.38
7922,21.82,58.66,1011.71,64.37,452.16
7923,20.88,47.45,1007.5,76.21,449.34
7924,18.4,43.96,1012.4,77.81,464.63
7925,23.29,65.61,1014.81,70.27,447.67
7926,26.65,74.67,1015.73,77.32,435.9
7927,24.62,72.43,1007.97,84.36,436.89
7928,27.94,69.84,1003.11,70.47,428.67
7929,27.96,68.51,1007.26,63.21,432.07
7930,25.52,71.73,1009.91,79.55,434.67
7931,9.28,41.38,1021.96,72.22,486.18
7932,20.5,51.19,1009.0,91.79,445.35
7933,24.38,47.01,1015.17,68.96,454.85
7934,25.69,59.54,1004.05,81.69,439.06
7935,13.86,44.21,1022.6,83.56,468.3
7936,31.44,64.44,1014.04,49.15,437.6
7937,26.88,69.51,1012.76,45.03,436.3
7938,27.83,69.04,1009.69,63.79,443.24
7939,29.66,59.22,1013.25,61.2,441.58
7940,11.49,41.54,1020.17,70.91,476.74
7941,5.62,41.31,1001.37,89.16,485.6
7942,31.0,71.77,1006.29,48.56,431.07
7943,28.18,71.85,1008.78,82.88,427.83
7944,5.76,40.07,1013.22,62.99,494.67
7945,14.73,36.99,1007.32,90.84,468.23
7946,24.91,57.17,1010.88,72.97,446.01
7947,25.12,77.95,1009.26,82.95,433.4
7948,21.42,56.89,1014.39,84.05,444.86
7949,26.06,54.5,1015.52,67.12,451.67
7950,21.14,58.98,1009.05,94.36,448.31
7951,6.91,39.37,1019.58,71.02,488.2
7952,13.97,53.82,1016.81,62.32,465.24
7953,14.64,42.77,1017.59,79.6,464.27
7954,31.58,66.54,1003.26,54.0,429.73
7955,10.27,41.44,1017.04,77.09,479.3
7956,7.94,43.65,1018.75,59.45,479.8
7957,9.32,36.3,1027.67,73.25,479.52
7958,11.87,41.58,1017.29,90.3,464.77
7959,22.58,43.79,1015.66,44.18,460.3
7960,19.2,59.21,1017.84,89.56,450.86
7961,30.18,68.24,1009.31,64.06,427.38
7962,26.27,71.98,1005.72,86.15,427.65
7963,19.39,43.14,1012.75,44.21,464.55
7964,12.81,44.34,1015.55,90.37,474.03
7965,30.93,69.98,1013.33,62.1,432.25
7966,20.03,57.19,1007.31,81.69,446.46
7967,27.34,71.29,1008.32,56.51,434.94
7968,17.7,48.98,1015.79,83.18,454.41
7969,20.61,65.61,1014.91,83.82,449.72
7970,13.82,40.2,1013.19,90.11,466.99
7971,31.77,76.09,1007.4,73.36,431.69
7972,26.55,69.45,1013.88,55.39,435.64
7973,20.42,62.96,1020.34,84.0,452.08
7974,20.76,59.04,1012.51,85.39,448.92
7975,26.08,76.86,1003.3,79.49,436.85
7976,22.86,66.48,1003.77,71.22,435.56
7977,30.33,70.32,1007.75,52.49,430.1
7978,27.22,67.9,1005.73,57.29,441.22
7979,25.22,69.88,1007.17,80.26,443.24
7980,15.3,38.62,1017.19,70.63,462.65
7981,24.01,50.16,1004.22,75.32,443.03
7982,8.01,40.62,1015.62,86.43,476.22
7983,19.31,44.71,1016.13,30.59,463.0
7984,22.07,70.72,1010.52,82.96,442.88
7985,27.31,68.14,1005.73,50.74,437.83
7986,19.89,50.78,1008.85,92.97,446.35
7987,14.07,46.18,1017.77,87.83,465.05
7988,12.07,40.81,1025.63,68.02,475.96
7989,31.19,69.68,1012.6,52.06,440.97
7990,26.7,62.26,1011.0,71.64,435.03
7991,21.94,58.79,1010.3,88.21,447.52
7992,12.19,40.23,1017.76,81.44,474.92
7993,13.03,41.26,1022.17,79.79,466.02
7994,28.55,74.33,1011.77,73.34,426.48
7995,15.73,38.73,1002.48,76.91,466.63
7996,16.22,41.35,1000.96,79.59,462.21
7997,27.44,47.93,1002.71,59.44,437.76
7998,25.51,64.27,1013.28,61.85,444.76
7999,19.14,56.65,1020.84,82.97,458.06
8000,16.5,44.2,1018.94,63.59,458.3
8001,13.78,45.51,1015.56,69.92,468.17
8002,13.29,71.14,1019.63,75.09,464.18
8003,27.06,77.17,1008.71,90.6,432.2
8004,13.67,44.92,1023.6,85.35,467.71
8005,14.7,44.9,1021.87,83.9,468.69
8006,11.48,37.5,1014.38,69.75,472.9
8007,16.95,58.86,1015.96,87.8,453.2
8008,22.3,50.78,1008.85,81.27,449.86
8009,27.37,70.72,1009.77,67.87,441.9
8010,18.61,44.06,1016.91,75.01,452.68
8011,27.98,74.87,1010.02,66.44,435.32
8012,9.39,39.66,1019.22,75.33,482.16
8013,22.19,48.78,1017.84,76.01,446.51
8014,25.48,60.29,1017.55,51.22,443.77
8015,27.51,71.32,1007.59,80.02,433.16
8016,11.37,39.16,1016.54,87.05,480.54
8017,8.68,43.14,1011.94,79.06,480.73
8018,25.3,59.43,1009.15,58.3,442.5
8019,12.82,48.14,1017.47,81.45,467.48
8020,20.31,49.69,1011.57,69.03,455.37
8021,23.0,49.5,1014.15,66.68,454.44
8022,14.24,45.01,1013.54,88.68,461.64
8023,20.17,50.66,1014.38,82.09,454.79
8024,7.69,38.06,1020.72,83.47,483.54
8025,30.36,69.04,1009.6,58.73,436.72
8026,29.12,66.51,1015.69,37.9,432.88
8027,27.01,67.98,1006.01,67.98,434.65
8028,24.24,72.43,1008.02,86.4,436.6
8029,22.49,58.71,1009.75,76.43,443.33
8030,23.76,70.32,1012.13,78.84,434.64
8031,18.09,43.72,1008.64,74.15,453.02
8032,15.96,41.66,1011.93,55.47,466.39
8033,25.54,61.08,1013.77,69.64,448.57
8034,22.96,70.79,1005.68,93.93,434.47
8035,14.76,39.64,1010.37,81.99,465.82
8036,16.16,52.05,1013.19,75.37,463.09
8037,22.36,59.44,1013.1,84.74,446.75
8038,25.79,65.27,1013.26,55.35,440.04
8039,18.78,63.09,1019.22,80.2,452.86
8040,6.49,36.3,1016.52,69.1,483.43
8041,19.4,49.69,1012.89,75.53,455.6
8042,6.16,38.5,1012.83,93.68,490.92
8043,15.31,41.35,1005.09,95.25,466.5
8044,5.74,40.62,1016.31,84.91,481.15
8045,30.31,77.24,1008.02,67.84,435.28
8046,24.54,72.24,1011.43,74.1,435.08
8047,22.97,72.24,1011.15,95.85,437.41
8048,22.45,59.87,1018.92,72.73,445.34
8049,13.9,41.17,1016.84,72.9,468.96
8050,17.78,52.08,1006.9,100.09,453.31
8051,9.59,40.11,1026.05,74.27,470.71
8052,11.91,44.45,1021.39,84.49,466.52
8053,31.26,70.36,1006.49,60.47,438.15
8054,23.82,64.15,1020.96,60.11,447.37
8055,25.02,69.75,1010.04,91.86,437.87
8056,25.47,70.36,1005.79,77.73,437.02
8057,27.13,59.54,1004.33,73.27,438.32
8058,24.6,48.78,1018.1,73.71,442.23
8059,24.95,76.16,1006.2,76.16,437.47
8060,7.55,41.04,1027.03,83.32,476.58
8061,34.24,74.67,1016.24,25.56,425.58
8062,19.94,44.9,1008.52,74.69,459.47
8063,27.14,63.13,1013.38,75.68,438.82
8064,28.56,74.22,1007.45,69.6,434.54
8065,13.05,44.34,1018.47,81.2,473.4
8066,26.72,74.87,1010.18,70.74,441.93
8067,12.5,43.67,1013.99,90.91,473.26
8068,20.62,68.12,1012.33,79.88,447.16
8069,16.17,38.01,1022.19,70.99,462.54
8070,9.58,38.08,1019.49,67.54,478.5
8071,25.42,73.21,1001.91,93.78,432.04
8072,30.31,70.36,1006.55,59.92,439.11
8073,23.76,51.19,1009.69,70.87,442.9
8074,29.42,79.74,1007.24,61.26,437.61
8075,8.8,42.32,1017.91,86.8,483.88
8076,27.16,72.58,1009.24,90.26,429.59
8077,19.75,49.02,1009.38,92.89,446.63
8078,30.44,68.84,1010.97,55.34,438.31
8079,18.6,41.67,1013.07,64.23,458.91
8080,19.65,45.01,1014.18,56.77,451.63
8081,15.99,49.21,1015.17,76.4,463.47
8082,8.73,41.26,1020.54,91.37,476.42
8083,15.99,39.63,1006.09,89.92,464.95
8084,5.56,45.87,1006.99,96.48,476.61
8085,8.88,39.66,1015.21,88.29,481.45
8086,5.42,41.38,1020.77,86.02,491.38
8087,8.97,36.24,1013.21,90.77,477.89
8088,18.18,61.87,1008.64,66.28,453.1
8089,12.87,41.5,1013.51,85.72,469.44
8090,14.23,46.18,1017.39,87.29,463.86
8091,18.17,66.86,1011.29,78.48,452.77
8092,19.73,49.69,1007.78,73.02,454.28
8093,25.36,61.41,1011.89,55.64,452.29
8094,29.78,73.42,1011.27,52.79,445.58
8095,32.0,58.9,1003.48,51.38,437.81
8096,18.64,67.71,1003.84,89.63,442.26
8097,13.16,43.71,1024.44,85.68,469.06
8098,7.64,40.02,1031.58,71.19,479.43
8099,11.87,41.78,1012.97,64.79,470.84
8100,20.56,59.14,1016.02,68.59,448.82
8101,11.41,39.61,1018.69,69.44,467.19
8102,26.11,52.36,1013.9,59.62,453.76
8103,19.06,56.65,1020.82,82.14,455.7
8104,9.13,40.02,1031.08,74.76,473.47
8105,8.44,41.17,1019.9,70.72,486.15
8106,14.44,42.32,1015.61,76.85,462.13
8107,6.3,39.33,1010.63,94.26,489.95
8108,13.47,44.88,1017.56,93.23,476.67
8109,20.66,41.54,1014.68,79.7,461.55
8110,23.62,45.87,1007.75,58.69,445.55
8111,16.69,46.18,1011.0,97.85,458.57
8112,28.01,44.89,1008.98,48.52,444.76
8113,21.73,64.63,1020.84,68.9,450.36
8114,30.35,69.51,1009.95,39.24,430.07
8115,8.67,36.66,1026.8,84.36,480.38
8116,30.51,59.57,1011.08,61.94,436.92
8117,26.12,66.75,1017.86,79.02,433.67
8118,13.11,38.73,1005.89,89.02,473.38
8119,21.41,62.39,1007.84,88.83,452.8
8120,12.33,45.51,1016.49,79.2,471.16
8121,24.02,77.54,1008.33,83.92,438.52
8122,9.37,38.56,1016.84,62.07,482.77
8123,11.26,44.92,1023.63,88.99,474.69
8124,30.12,69.71,1009.1,52.02,435.85
8125,4.65,35.19,1018.23,94.78,489.36
8126,28.21,70.8,1010.45,77.92,435.99
8127,30.83,71.58,1009.92,48.8,432.11
8128,6.59,39.37,1020.34,77.92,488.17
8129,21.84,64.69,1007.57,77.34,450.25
8130,31.63,70.17,999.4,59.94,432.07
8131,4.7,39.9,1007.45,91.02,487.78
8132,31.11,75.33,1002.32,64.25,433.37
8133,18.21,41.23,993.11,62.29,457.53
8134,9.82,39.64,1010.79,69.22,477.93
8135,16.77,38.01,1023.04,65.5,460.16
8136,16.88,39.99,1007.08,74.29,462.83
8137,21.08,70.32,1011.39,88.79,440.59
8138,22.79,69.13,1010.87,91.47,438.08
8139,26.96,62.39,1008.14,73.95,437.41
8140,30.87,67.32,1013.78,34.54,436.96
8141,19.74,45.38,1015.11,80.67,459.39
8142,24.22,71.14,1009.38,64.53,438.88
8143,16.27,44.21,1020.56,82.22,462.11
8144,14.41,46.18,1016.25,88.88,462.49
8145,10.48,41.38,1021.97,65.22,481.41
8146,14.24,44.84,1023.6,94.06,466.67
8147,23.08,74.78,1009.85,83.67,437.86
8148,25.77,73.68,1014.18,87.53,429.84
8149,17.94,62.1,1019.81,82.65,453.55
8150,9.43,41.4,1028.42,84.92,479.28
8151,13.98,41.79,1010.6,83.84,457.12
8152,25.02,47.45,1008.07,60.42,446.62
8153,30.99,69.82,1009.41,50.84,437.46
8154,17.17,63.09,1020.54,95.98,446.75
8155,19.4,42.44,1013.19,58.63,459.76
8156,24.1,68.08,1012.73,65.24,440.33
8157,12.07,39.99,1009.7,93.27,473.06
8158,9.55,40.72,1023.12,68.06,481.08
8159,9.57,52.75,1022.32,75.4,470.93
8160,21.74,70.32,1011.88,85.95,439.19
8161,30.99,68.51,1008.0,71.35,430.09
8162,17.88,45.87,1008.39,93.63,455.83
8163,17.51,53.16,1013.13,82.86,457.45
8164,7.79,43.13,1019.67,85.35,484.42
8165,31.56,66.44,1008.91,64.16,430.11
8166,30.58,68.84,1011.34,51.29,439.71
8167,13.35,39.64,1010.1,93.3,471.69
8168,17.9,67.71,1004.3,89.59,449.73
8169,21.94,50.32,1008.44,86.98,444.89
8170,31.49,69.13,1009.33,53.9,425.74
8171,8.48,42.49,1010.77,88.68,483.5
8172,26.85,73.77,1001.2,90.13,431.24
8173,26.75,60.96,1012.05,56.77,447.93
8174,24.91,64.45,1013.02,42.34,450.84
8175,23.03,68.08,1012.63,70.37,441.71
8176,12.99,40.55,1007.52,94.15,472.18
8177,23.79,48.06,1012.92,60.03,447.59
8178,23.42,63.07,1011.72,75.81,444.23
8179,32.09,69.4,1003.1,56.91,430.62
8180,21.78,51.43,1007.45,88.71,446.56
8181,31.92,69.13,1000.77,58.91,425.19
8182,22.79,50.78,1008.65,58.39,447.12
8183,10.52,42.18,1014.9,95.67,469.03
8184,7.64,42.28,1008.46,84.29,484.78
8185,15.8,41.2,1016.08,77.83,468.55
8186,17.3,46.21,1013.56,87.57,456.77
8187,18.26,61.27,1019.1,74.74,428.67
8188,14.03,41.79,1008.07,83.32,457.98
8189,24.55,58.86,1015.22,60.53,445.8
8190,24.6,57.32,1012.48,45.14,442.64
8191,25.04,70.36,1006.56,75.91,436.47
8192,32.31,62.04,1010.45,38.01,449.65
8193,21.17,64.15,1021.25,62.38,454.15
8194,9.15,40.11,1023.82,75.4,475.01
8195,27.34,63.78,1016.5,48.4,446.56
8196,11.7,43.41,1016.08,62.27,467.51
8197,27.58,73.06,1009.63,88.31,438.1
8198,20.53,54.9,1016.61,61.28,454.67
8199,9.55,41.44,1015.07,85.94,481.75
8200,9.94,41.44,1015.21,87.02,481.24
8201,6.71,40.72,1022.78,80.69,483.11
8202,31.09,64.05,1011.32,61.14,440.62
8203,17.23,40.12,1013.52,81.55,456.2
8204,18.27,58.2,1018.34,72.73,448.17
8205,9.06,36.3,1015.14,58.71,477.38
8206,14.66,41.66,1012.89,62.41,466.87
8207,23.79,58.2,1016.77,55.88,446.88
8208,31.33,58.9,1003.77,52.34,439.54
8209,10.26,43.14,1019.68,98.97,466.75
8210,33.75,64.96,1002.54,39.28,432.62
8211,18.72,60.07,1015.81,70.55,454.35
8212,20.71,58.18,1007.63,98.44,447.06
8213,28.87,71.97,1008.74,82.61,435.86
8214,12.63,48.04,1013.0,100.13,464.6
